model,audio_path,surah,ayah,gold_text,pred_text,gold_compact,pred_compact,cer,char_accuracy,edit_distance,exact,accepted_segment,duration_sec,transcription_time_sec
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_001.wav,2,1,الم,الفلام,الم,الفلام,1.0,0.0,3,False,False,4.934,0.46127110000816174
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_002.wav,2,2,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلكالكتابلاريبفيههديللمتقين,ذلكالكتابلاريبفيههديللمتقين,0.0,1.0,0,True,True,7.315,0.9921274000080302
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_003.wav,2,3,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذين يؤمنون بالغيب يقيمون الصلاه ومما رزقناهم ينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,الذينيؤمنونبالغيبيقيمونالصلاهوممارزقناهمينفقون,0.02127659574468085,0.9787234042553191,1,False,True,9.56,1.5225294000119902
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_004.wav,2,4,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,0.0,1.0,0,True,True,14.248,1.6341379999939818
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_005.wav,2,5,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئك علي هدي من ربهم واولئك اهم المفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,اولئكعليهديمنربهمواولئكاهمالمفلحون,0.030303030303030304,0.9696969696969697,1,False,True,9.383,1.1456923999940045
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_001.wav,2,1,الم,الم,الم,الم,0.0,1.0,0,True,True,4.083,0.15428390001761727
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_002.wav,2,2,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلك الكتاب لا ريب في هدي للمتقين,ذلكالكتابلاريبفيههديللمتقين,ذلكالكتابلاريبفيهديللمتقين,0.037037037037037035,0.962962962962963,1,False,True,5.138,0.723478800005978
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_003.wav,2,3,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,0.0,1.0,0,True,True,7.411,1.264533699984895
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_004.wav,2,4,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذين يؤمنون بما انزل اليك وماانسل من قملك و باخره هم يوقعون,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,والذينيؤمنونبماانزلاليكوماانسلمنقملكوباخرههميوقعون,0.09615384615384616,0.9038461538461539,5,False,False,11.972,1.6251664999872446
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_005.wav,2,5,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئك علي هدي من ربهم اولائكهم المفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,اولئكعليهديمنربهماولائكهمالمفلحون,0.06060606060606061,0.9393939393939394,2,False,False,9.076,0.92804349999642
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_001.wav,2,1,الم,الم,الم,الم,0.0,1.0,0,True,True,4.055,0.07068449998041615
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_002.wav,2,2,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلك الكتاب لعريب في هدي للمتقين,ذلكالكتابلاريبفيههديللمتقين,ذلكالكتابلعريبفيهديللمتقين,0.07407407407407407,0.9259259259259259,2,False,False,6.416,0.7247795000148471
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_003.wav,2,3,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,0.0,1.0,0,True,True,9.517,1.2366103999956977
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_004.wav,2,4,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذين يؤمنون بما انزل اليك وماانذن من قبلك فباخره هم يوقعون,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,والذينيؤمنونبماانزلاليكوماانذنمنقبلكفباخرههميوقعون,0.11538461538461539,0.8846153846153846,6,False,False,12.54,1.4888490000157617
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_005.wav,2,5,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئك علي هدي من ربهم وا لائكر والمفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,اولئكعليهديمنربهموالائكروالمفلحون,0.12121212121212122,0.8787878787878788,4,False,False,8.844,0.9092952999926638
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_001.wav,2,1,الم,الم,الم,الم,0.0,1.0,0,True,True,4.934,0.06773680000333115
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_002.wav,2,2,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلكالكتابلاريبفيههديللمتقين,ذلكالكتابلاريبفيههديللمتقين,0.0,1.0,0,True,True,7.315,0.7090463000058662
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_003.wav,2,3,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,0.0,1.0,0,True,True,9.56,1.2662041999865323
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_004.wav,2,4,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذين يؤمنون بما انزل اليك وما نزل من قبلك لبداخره هم يوقنين,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,والذينيؤمنونبماانزلاليكومانزلمنقبلكلبداخرههميوقنين,0.09615384615384616,0.9038461538461539,5,False,False,14.248,1.534014400007436
tarteel-ai/whisper-base-ar-quran,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_005.wav,2,5,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئك علي هدي من ربهم وعلي اكاب المفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,اولئكعليهديمنربهموعلياكابالمفلحون,0.18181818181818182,0.8181818181818181,6,False,False,9.383,0.9210550999850966
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_001.wav,2,1,الم,الف لا ميم,الم,الفلاميم,1.6666666666666667,0.0,5,False,False,4.083,16.267218799999682
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_002.wav,2,2,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلكالكتابلاريبفيههديللمتقين,ذلكالكتابلاريبفيههديللمتقين,0.0,1.0,0,True,True,5.138,32.15466629998991
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_003.wav,2,3,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذين يؤمنون بالغيب ويقيمون الصلات ومما رزقناه ينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,الذينيؤمنونبالغيبويقيمونالصلاتوممارزقناهينفقون,0.0425531914893617,0.9574468085106383,2,False,True,7.411,28.252902300009737
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_004.wav,2,4,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,0.0,1.0,0,True,True,11.972,38.86111600001459
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_2f7da1249d4b4cfebcb1b36d386ba1cd\free_detect\user_2f7da1249d4b4cfebcb1b36d386ba1cd_free_segment_005.wav,2,5,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,0.0,1.0,0,True,True,9.076,35.78167619998567
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_001.wav,2,1,الم,الف لا من,الم,الفلامن,1.3333333333333333,0.0,4,False,False,4.055,11.905796199978795
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_002.wav,2,2,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلك الكتاب العريب فيهدي للمتقين,ذلكالكتابلاريبفيههديللمتقين,ذلكالكتابالعريبفيهديللمتقين,0.1111111111111111,0.8888888888888888,3,False,False,6.416,29.88329219998559
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_003.wav,2,3,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذين يؤمنون بالغيب ويقيمون الصلات ومما رزقناهم ينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,الذينيؤمنونبالغيبويقيمونالصلاتوممارزقناهمينفقون,0.02127659574468085,0.9787234042553191,1,False,True,9.517,27.77722759998869
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_004.wav,2,4,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذين يؤمنون بما انزل اليك وما تلقي لهم ان يؤتين بايات الله الانبياء والله يعلم بصير,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,والذينيؤمنونبماانزلاليكوماتلقيلهمانيؤتينباياتاللهالانبياءواللهيعلمبصير,0.6730769230769231,0.32692307692307687,35,False,False,12.54,68.60810189999756
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_797063addc5f4de589a44aba3b26fa94\natural\user_797063addc5f4de589a44aba3b26fa94_natural_segment_005.wav,2,5,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئك علي هدي من ربهم واولائك هم المفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,اولئكعليهديمنربهمواولائكهمالمفلحون,0.030303030303030304,0.9696969696969697,1,False,True,8.844,52.26000700000441
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_001.wav,2,1,الم,الف لاميم,الم,الفلاميم,1.6666666666666667,0.0,5,False,False,4.934,29.363331400003517
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_002.wav,2,2,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلك الكتاب لا ريب فيه هدي للمتقين,ذلكالكتابلاريبفيههديللمتقين,ذلكالكتابلاريبفيههديللمتقين,0.0,1.0,0,True,True,7.315,59.77078110000002
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_003.wav,2,3,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,الذين يؤمنون بالغيب ويقيمون الصلات ومما رزقناهم ينفقون,الذينيؤمنونبالغيبويقيمونالصلاهوممارزقناهمينفقون,الذينيؤمنونبالغيبويقيمونالصلاتوممارزقناهمينفقون,0.02127659574468085,0.9787234042553191,1,False,True,9.56,56.38095660001272
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_004.wav,2,4,والذين يؤمنون بما انزل اليك وما انزل من قبلك وبالاخره هم يوقنون,والذين يؤمنون بما انزل اليك وما تقتلون ان يقولون قليلا,والذينيؤمنونبماانزلاليكوماانزلمنقبلكوبالاخرههميوقنون,والذينيؤمنونبماانزلاليكوماتقتلونانيقولونقليلا,0.40384615384615385,0.5961538461538461,21,False,False,14.248,95.7234776999976
IJyad/whisper-large-v3-Tarteel,data\uploads\segments\user_d0f6199fa6a24c17b44faf9a1015746c\natural\user_d0f6199fa6a24c17b44faf9a1015746c_natural_segment_005.wav,2,5,اولئك علي هدي من ربهم واولئك هم المفلحون,اولئك علي هدي من ربهم واولاء قوم المفلحون,اولئكعليهديمنربهمواولئكهمالمفلحون,اولئكعليهديمنربهمواولاءقومالمفلحون,0.12121212121212122,0.8787878787878788,4,False,False,9.383,72.66402160000871
