model,audio_path,duration_sec,transcription_time_sec,speed_ratio,pred_text,pred_len,status,error
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil035_segment_005.wav,4.907,0.6148781999945641,0.12530633788354678,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil035_segment_006.wav,6.642,0.8313678000122309,0.12516829268476826,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil035_segment_007.wav,3.558,0.6148304000089411,0.1728022484567007,غير المغضوب عليهم ولا اطلع,26,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil035_segment_008.wav,4.079,0.3194156999816187,0.07830735473930343,فالين,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil035_segment_009.wav,0.72,0.43044149997876957,0.59783541663718,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_001.wav,0.737,0.37015870001050644,0.502250610597702,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_002.wav,4.711,0.508133800001815,0.10786113351768518,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_003.wav,3.885,0.4261267999827396,0.10968514800070518,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_004.wav,3.461,0.4062731000012718,0.11738604449617794,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_005.wav,4.907,0.6151395000051707,0.12535958834423694,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_006.wav,6.642,0.8101051000121515,0.12196704306114897,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_007.wav,7.637,0.6223026999796275,0.08148522979961079,غير المغضوب عليهم ولا الطالين,29,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db30_sil05_segment_008.wav,0.72,0.43993939997744747,0.6110269444131216,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_001.wav,0.735,0.4073265999904834,0.5541858503271883,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_002.wav,4.715,0.5134917000250425,0.10890598091729428,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_003.wav,3.89,0.4532242999994196,0.11651010282761429,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_004.wav,3.461,0.431441900000209,0.12465816238087518,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_005.wav,4.903,0.6210156999877654,0.1266603508031339,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_006.wav,6.642,0.8253531999944244,0.12426275218223792,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_007.wav,3.529,0.6017839999985881,0.17052536129175067,غير المغضوب عليهم ولا طلب,25,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_008.wav,4.109,0.35017550000338815,0.08522158676159361,فالين,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil025_segment_009.wav,0.716,0.4318319000012707,0.6031171787727244,مرحبا بكم,9,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_001.wav,0.735,0.4155824999907054,0.5654183673342931,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_002.wav,4.715,0.5234590999898501,0.11101995758003183,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_003.wav,3.89,0.434307199990144,0.11164709511314755,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_004.wav,3.461,0.45129110000561923,0.13039326784328784,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_005.wav,4.903,0.6241563000075985,0.1273008974112989,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_006.wav,6.642,0.9146158999938052,0.1377018819623314,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_007.wav,7.638,0.6255285999795888,0.08189691018324022,غير المغضوب عليهم ولا الطالين,29,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil035_segment_008.wav,0.716,0.44376829999964684,0.6197881284911269,مرحبا بكم,9,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_001.wav,0.735,0.405370699998457,0.5515247619026625,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_002.wav,4.715,0.5155748999968637,0.1093478048773836,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_003.wav,3.89,0.4773566999938339,0.12271380462566424,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_004.wav,3.461,0.45406270000967197,0.13119407685919446,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_005.wav,4.903,0.6697109000233468,0.13659206608675237,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_006.wav,6.642,0.8756925000052433,0.13184168925101525,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_007.wav,7.638,0.6453084999811836,0.08448658025414815,غير المغضوب عليهم ولا الطالين,29,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db35_sil05_segment_008.wav,0.716,0.4545135000080336,0.6347953910726727,مرحبا بكم,9,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_001.wav,0.805,0.4665656000142917,0.5795845962910455,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_002.wav,4.248,0.5510086000140291,0.12971012241384863,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_003.wav,1.188,0.3837405999947805,0.3230139730595796,شكرا لكم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_004.wav,3.096,0.4725212999910582,0.1526231589118405,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_005.wav,3.467,0.4407736000139266,0.1271340063495606,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_006.wav,4.901,0.6267231999954674,0.1278765966120113,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_007.wav,6.643,0.8209337999869604,0.12357877464804462,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_008.wav,3.531,0.635484099999303,0.17997284055488613,غير المغضوب عليهم ولا طلب,25,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_009.wav,4.108,0.3386590000009164,0.08243889970811014,فالين,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil025_segment_010.wav,0.713,0.4592026000027545,0.6440429172549151,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_001.wav,0.805,0.4739996000134852,0.5888193788987394,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_002.wav,4.248,0.533662000001641,0.12562664783466124,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_003.wav,1.188,0.38467349999700673,0.32379924242172287,شكرا لكم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_004.wav,3.096,0.46431830001529306,0.14997361111605073,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_005.wav,3.467,0.43704459999571554,0.12605843668754413,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_006.wav,4.901,0.6281847000063863,0.12817480106231102,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_007.wav,6.643,0.8035113000078127,0.12095608911753918,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_008.wav,7.639,0.6323304999968968,0.0827766068853118,غير المغضوب عليهم ولا الطالين,29,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil035_segment_009.wav,0.713,0.4542848000128288,0.6371455820656785,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_001.wav,0.805,0.4331116999965161,0.5380269565174113,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_002.wav,4.248,0.5285887999925762,0.12443239171200005,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_003.wav,1.188,0.3728343000111636,0.3138335858679828,شكرا لكم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_004.wav,3.096,0.461328900011722,0.1490080426394451,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_005.wav,3.467,0.43597540000337176,0.1257500432660432,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_006.wav,4.901,0.6356250999961048,0.12969294021548763,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_007.wav,6.643,0.8010419000056572,0.1205843594769919,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_008.wav,7.639,0.6039303000143263,0.0790588166009067,غير المغضوب عليهم ولا الطالين,29,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db40_sil05_segment_009.wav,0.713,0.43228879998787306,0.6062956521569047,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_001.wav,0.857,0.4065079000138212,0.474338273061635,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_002.wav,4.107,0.5182253000093624,0.1261809836886687,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_003.wav,1.313,0.378342000010889,0.2881507997036474,شكرا لكم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_004.wav,3.061,0.463209800014738,0.1513262986000451,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_005.wav,3.313,0.44207079999614507,0.13343519468643075,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_006.wav,5.056,0.6360180000192486,0.12579469937089569,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_007.wav,6.642,0.8327889000065625,0.12538224932348124,اهدنا الصراط المستقيم صراط الذين انعمت عليهم,44,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_008.wav,3.534,0.6071626000048127,0.17180605546259556,غير المغضوب عليهم ولا,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_009.wav,4.106,0.3285776000120677,0.08002377009548653,فالين,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\sweep_db45_sil025_segment_010.wav,0.711,0.43541999999433756,0.6124050632831752,مرحبا,5,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_cleaned_segment_001.wav,4.706,0.5316217999788933,0.11296680832530667,بسم الله الرحمن الرحيم,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_cleaned_segment_002.wav,5.345,0.5125411000044551,0.09589169317202154,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_cleaned_segment_003.wav,3.517,0.4752089999965392,0.135117713959778,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_cleaned_segment_004.wav,4.244,0.4106168999860529,0.09675233270170898,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_cleaned_segment_005.wav,5.695,0.6374183000007179,0.11192595259011727,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_cleaned_segment_006.wav,4.473,0.5475743999995757,0.12241770623732968,اهدنا الصراط المستقيم,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_cleaned_segment_007.wav,11.44,0.8852461999922525,0.07738166083848362,صراط الذين انعمت عليهم غير المغطوب عليهم ولا الطالين,52,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_multi_segment_001.wav,4.071,0.5126849999942351,0.1259358879867932,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_multi_segment_002.wav,3.094,0.43346679999376647,0.14009915966185083,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_multi_segment_003.wav,3.084,0.45949690000270493,0.14899380674536475,مركي يوم الدين,14,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_multi_segment_004.wav,4.452,0.629173900000751,0.14132387690942297,اياك نعبد واياك نستعين,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_multi_segment_005.wav,7.263,0.8200012000161223,0.1129011703175165,اهدنا صراط المستقيم صراط الذين انعمت عليهم,42,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\test_multi_segment_006.wav,6.596,0.5971930999949109,0.09053867495374635,غير المغضوب عليهم ولا الطالين,29,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_010ea2e45774412abc851fe43b40a35b\user_010ea2e45774412abc851fe43b40a35b_segment_001.wav,5.133,0.5220051000069361,0.10169590882659967,بسم الله الرحمن الرحيم,22,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_010ea2e45774412abc851fe43b40a35b\user_010ea2e45774412abc851fe43b40a35b_segment_002.wav,6.664,0.5472911999968346,0.0821265306117699,الحمد لله رب العالمين,21,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_010ea2e45774412abc851fe43b40a35b\user_010ea2e45774412abc851fe43b40a35b_segment_003.wav,3.656,0.4412492999981623,0.12069182166251705,الرحمن الرحيم,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_010ea2e45774412abc851fe43b40a35b\user_010ea2e45774412abc851fe43b40a35b_segment_004.wav,5.344,0.4416934000037145,0.0826522080845274,ملك يوم الدين,13,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_010ea2e45774412abc851fe43b40a35b\user_010ea2e45774412abc851fe43b40a35b_segment_005.wav,7.71,0.5751432999968529,0.07459705577131684,ايا نمد واياك نستعين,20,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_010ea2e45774412abc851fe43b40a35b\user_010ea2e45774412abc851fe43b40a35b_segment_006.wav,5.912,0.5400538000103552,0.09134874831027659,يهدر الصراط المستقيم,20,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_010ea2e45774412abc851fe43b40a35b\user_010ea2e45774412abc851fe43b40a35b_segment_007.wav,10.281,0.9082889999845065,0.08834636708340692,صراط الذين انعمت عليهم غير المغضوب عليهم ولا الطالين,52,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\expected_count\user_0150e1fdf264471abebf6bd547f4ea06_expected_segment_001.wav,3.284,0.35357929999008775,0.10766726552682332,الفلاميم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\expected_count\user_0150e1fdf264471abebf6bd547f4ea06_expected_segment_002.wav,4.492,0.7751293999899644,0.17255774710373206,ذلك الكتاب لا ريب فيه غدا للمتقين,33,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\expected_count\user_0150e1fdf264471abebf6bd547f4ea06_expected_segment_003.wav,23.724,2.7515994000132196,0.11598378856909541,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون والذين يومنون بما انزل اليك وما انزل من قبلك وبالاخره هم يؤقنون اولئك علي هدي من ربهم واولئك هم المفلحون,159,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\free_detect\user_0150e1fdf264471abebf6bd547f4ea06_free_segment_001.wav,3.284,0.35224680000101216,0.10726151035353598,الفلاميم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\free_detect\user_0150e1fdf264471abebf6bd547f4ea06_free_segment_002.wav,4.492,0.7670772999990731,0.1707652048083422,ذلك الكتاب لا ريب فيه غدا للمتقين,33,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\free_detect\user_0150e1fdf264471abebf6bd547f4ea06_free_segment_003.wav,23.724,2.791418500011787,0.11766221969363458,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون والذين يومنون بما انزل اليك وما انزل من قبلك وبالاخره هم يؤقنون اولئك علي هدي من ربهم واولئك هم المفلحون,159,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\natural\user_0150e1fdf264471abebf6bd547f4ea06_natural_segment_001.wav,3.284,0.37867109998478554,0.11530788671887501,الفلاميم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\natural\user_0150e1fdf264471abebf6bd547f4ea06_natural_segment_002.wav,4.492,0.7855208000109997,0.17487105966406938,ذلك الكتاب لا ريب فيه غدا للمتقين,33,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_0150e1fdf264471abebf6bd547f4ea06\natural\user_0150e1fdf264471abebf6bd547f4ea06_natural_segment_003.wav,23.724,2.905435699998634,0.12246820519299587,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون والذين يومنون بما انزل اليك وما انزل من قبلك وبالاخره هم يؤقنون اولئك علي هدي من ربهم واولئك هم المفلحون,159,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_05e371d92eed47babcbe42efde1265c9\free_detect\user_05e371d92eed47babcbe42efde1265c9_free_segment_001.wav,4.38,0.32639170001493767,0.07451865297144696,الفلاميم,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_05e371d92eed47babcbe42efde1265c9\free_detect\user_05e371d92eed47babcbe42efde1265c9_free_segment_002.wav,6.921,0.7528143000090495,0.10877247507716363,ذلك الكتاب الاعريب فيه هدي للمتقين,34,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_05e371d92eed47babcbe42efde1265c9\free_detect\user_05e371d92eed47babcbe42efde1265c9_free_segment_003.wav,9.939,1.2139234000060242,0.12213737800644171,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,54,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_073f9aeeade04103a943757ec667572f\free_detect\user_073f9aeeade04103a943757ec667572f_free_segment_001.wav,4.379,0.5565358999883756,0.1270920073049499,قل يا ايها الكافرون,19,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_10bfd7544c5348cf8a1138690e6e22bf\free_detect\user_10bfd7544c5348cf8a1138690e6e22bf_free_segment_001.wav,3.788,0.3601535000198055,0.09507748152581984,الافلامي,8,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_10bfd7544c5348cf8a1138690e6e22bf\free_detect\user_10bfd7544c5348cf8a1138690e6e22bf_free_segment_002.wav,5.3,0.7906317999877501,0.14917581131844343,ذلك الكتاب لا ريب فيه هدي للمتاب,32,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_10bfd7544c5348cf8a1138690e6e22bf\free_detect\user_10bfd7544c5348cf8a1138690e6e22bf_free_segment_003.wav,2.291,0.362446600018302,0.15820453951038935,المتقين,7,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_10bfd7544c5348cf8a1138690e6e22bf\free_detect\user_10bfd7544c5348cf8a1138690e6e22bf_free_segment_004.wav,10.728,1.2272879000229295,0.11440043810802848,الذين يؤمنون بالغيب ويقيمون الصلاه ومما رزقناهم ينفقون,54,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_10bfd7544c5348cf8a1138690e6e22bf\free_detect\user_10bfd7544c5348cf8a1138690e6e22bf_free_segment_005.wav,8.443,0.8677495999727398,0.10277740139437876,والذين يؤمنون بما انزل اليك وما هي انزل,39,ok,
checkpoints/content_asr_whisper_medium_quran_v2_weighted,data\uploads\segments\user_10bfd7544c5348cf8a1138690e6e22bf\free_detect\user_10bfd7544c5348cf8a1138690e6e22bf_free_segment_006.wav,6.834,0.7315857000066899,0.10705087796410447,زل من قبلك وبالاخره هم يوقنون,29,ok,
